srcs	trans	score
amazónica	amazon	0.8777777777777778
esparcen	spread	0.6861111111111112
operaciones	operations	0.9436363636363637
repetidamente	repeatedly	0.8330769230769232
llegaba	arrived	0.0
turco	Turkish	0.5619047619047619
parecido	similar	0.42261904761904767
enfocarme	focus	0.6444444444444445
natural	natural	1.0
respiradores	respirators	0.9484848484848484
aliento	breath	0.5396825396825397
poblaciones	populations	0.8545454545454546
estelares	stellar	0.7857142857142857
interferir	interfere	0.9377777777777778
había	had	0.6888888888888888
pronación	pronation	0.9111111111111111
comedor	dinning room	0.4484126984126984
enfoque	focus	0.6761904761904761
occidentales	western	0.4484126984126984
epidemia	epidemic	0.95
mostrar	to show	0.5238095238095238
limitadas	limited	0.9047619047619048
pensamiento	thought	0.4112554112554112
donde	where	0.46666666666666656
acabar	finish	0.0
desafiante	challenging	0.42121212121212115
intentó	tried	0.565079365079365
m	m	1.0
expresa	express	0.9428571428571428
ribonucleico	ribonucleic	0.9833333333333333
fallida	failed	0.826031746031746
algunos	Some	0.0
vasos	glasses	0.6761904761904761
cuestión	question	0.8333333333333334
enfrenta	faces	0.3833333333333333
quedaron	they were	0.4907407407407407
eliminación	elimination	0.9272727272727274
quiera	want	0.0
parejas	couples	0.5238095238095238
arterias	arteries	0.95
separó	separated	0.8777777777777778
marido	husband	0.4365079365079365
supone	suppose	0.8944444444444445
personaje	character	0.5555555555555555
esfuerzo	effort	0.625
discapacidad	disability	0.638888888888889
crean	create	0.8933333333333334
anuncia	announces	0.6899470899470899
categoría	category	0.9305555555555555
infraestructura	infrastructure	0.959047619047619
denominado	called	0.5111111111111111
viva	live	0.6666666666666666
protegerse	protect	0.8428571428571429
europeos	European	0.75
aplicación	application	0.8739393939393939
mezcló	mixed	0.5777777777777778
estufa	stove	0.5777777777777778
divertido	funny	0.0
despedidos	fired	0.3666666666666667
filmación	shooting	0.4907407407407407
responde	answer back	0.43813131313131315
anunciados	announced	0.76
pudiera	could	0.5619047619047619
pasta	pasta	1.0
enfrentamiento	confrontation	0.7611721611721611
permite	It allows	0.0
estas	these	0.46666666666666656
jugaron	they played	0.4112554112554112
pilotos	pilots	0.9714285714285714
doctora	doctor	0.9714285714285714
enterarse	find out	0.412037037037037
farmacias	pharmacy	0.7268518518518517
diseñador	designer	0.6601851851851852
colchicina	colchicine	0.96
solas	alone	0.43333333333333335
estima	esteem	0.8444444444444443
terminar	finish	0.5277777777777778
vuelos	flights	0.5396825396825397
feroces	fierce	0.8642857142857143
rentable	profitable	0.7833333333333333
pacientes	patients	0.9074074074074073
gano	won	0.5277777777777778
accesible	accessible	0.98
calienta	heats up	0.4722222222222221
otorgas	you grant	0.5886243386243386
paracetamol	paracetamol	1.0
terreno	ground	0.5396825396825397
soñaban	they dreamed	0.40873015873015883
decretó	decree	0.9095238095238095
incluirla	include it	0.8533333333333333
demócratas	Democrats	0.825925925925926
estructurar	structure	0.872053872053872
cultivadas	cultivated	0.92
tests	tests	1.0
ventaja	advantage	0.6899470899470899
viajeros	Travellers	0.6416666666666667
cohetes	rockets	0.7428571428571429
estacional	seasonal	0.8107142857142856
fallecida	deceased	0.5648148148148148
extender	to extend	0.75
lograr	achieve	0.0
exigencias	requirements	0.638888888888889
expectativa	expectation	0.9272727272727274
efecto	effect	0.9111111111111112
internacional	international	0.9692307692307692
alimentarios	food	0.0
obtenida	obtained	0.9083333333333333
salida	departure	0.4259259259259258
recupera	recovers	0.825
verdadera	true	0.40740740740740744
abuelitos	grandparents	0.5925925925925926
llega	arrives	0.0
recientemente	Recently	0.6698717948717948
geólogo	geologist	0.7841269841269841
libros	books	0.7000000000000001
diagnosticado	diagnosed	0.9008547008547009
siguiendo	Following	0.4814814814814814
extendieron	spread	0.5050505050505051
niño	boy	0.0
reduciendo	reducing	0.915
árbol	tree	0.4833333333333334
proa	bow	0.5277777777777778
interno	internal	0.9214285714285715
demás	the rest	0.5499999999999999
residentes	residents	0.98
contagiarse	catch	0.5131313131313131
volcando	overturning	0.43813131313131315
tener	to have	0.4476190476190476
preservar	preserve	0.9305555555555555
confirmó	confirmed	0.9305555555555555
podremos	we will can	0.4053030303030303
usual	usual	1.0
asumido	taken	0.4476190476190476
reproducir	play	0.44999999999999996
celebrarlo	celebrate it	0.8566666666666667
infectada	infected	0.9305555555555555
poderosos	powerful	0.6481481481481481
atienden	attend	0.8555555555555556
enero	January	0.5619047619047619
garganta	throat	0.5138888888888888
pusieron	they put	0.41666666666666674
totalmente	totally	0.8428571428571429
terrestre	land	0.0
histórico	historical	0.8877777777777778
den	give	0.0
perdieron	they lost	0.4814814814814814
distrital	district	0.9305555555555555
enviado	sent	0.5952380952380952
quiero	I want	0.0
sufrí	I suffered	0.7333333333333334
alinear	to line up	0.6571428571428571
aristas	edges	0.4476190476190476
localizaron	they located	0.5656565656565656
agrupó	grouped	0.746031746031746
tomaba	took	0.611111111111111
lunáticos	lunatics	0.9189814814814814
filtro	filter	0.9333333333333333
sedimentos	sediment	0.96
forzó	forced	0.79
haya	beech	0.0
hasta	until	0.46666666666666656
alfabetización	literacy	0.6150793650793651
nos	us	0.0
mantenerte	keep you	0.4833333333333334
suspiros	sighs	0.5472222222222222
héroe	hero	0.8049999999999999
megáfono	megaphone	0.8087962962962962
sufrir	suffer	0.8444444444444443
universitarios	university students	0.8481203007518797
enorme	huge	0.4722222222222221
incrementará	will increase	0.6538461538461539
vez	time	0.0
seguro	safe	0.611111111111111
automóvil	car	0.4814814814814814
cualquiera	anyone	0.5111111111111111
preguntaban	they asked	0.4606060606060607
basándose	basing	0.7925925925925926
informó	reported	0.5119047619047619
cuesta	cost	0.775
publicada	published	0.8666666666666666
experta	expert	0.9714285714285714
acostar	lay down	0.5119047619047619
impedido	impeded	0.9214285714285715
contagiadas	infected	0.537878787878788
colores	colors	0.9714285714285714
populistas	populists	0.98
poner	place	0.6
necesitados	people in need	0.5497835497835498
oír	hear	0.5277777777777778
monte	mountain	0.8133333333333332
parapetado	parapet	0.9400000000000001
diciendo	saying	0.5277777777777778
resistentes	resistant	0.9232323232323232
perdió	lost	0.0
estigmas	stigmata	0.8333333333333334
asientos	seating	0.7023809523809524
ambiente	ambient	0.975
tercios	thirds	0.6626984126984127
tienen	have	0.4722222222222221
diarrea	diarrhea	0.975
personal	personal	1.0
costar	Cost	0.75
hicieron	they made	0.4907407407407407
sufrirán	will suffer	0.4053030303030303
escépticos	skeptics	0.7154761904761905
vende	sells	0.46666666666666656
caridad	charity	0.7428571428571429
contagiaran	they will spread	0.4545454545454546
disposición	provision	0.6262626262626262
absolutos	absolute	0.9305555555555555
matar	kill	0.0
alícuota	aliquot	0.8238095238095238
aldea	village	0.5619047619047619
superan	surpass	0.7942857142857143
minimizar	minimize	0.9305555555555555
optimistas	optimistic	0.92
esquema	scheme	0.6428571428571429
reportaron	reported	0.87
queja	complain	0.44166666666666665
gobiernos	governments	0.7898989898989899
matando	killing	0.4285714285714286
detallado	detailed	0.8833333333333333
ajusta	adjusts	0.8642857142857143
padres	parents	0.8793650793650793
caminos	roads	0.5619047619047619
procedimiento	process	0.6996336996336997
acumulado	accumulated	0.8976430976430976
certificados	certificates	0.9333333333333333
propagando	spreading	0.7000000000000001
obviamente	obviously	0.6148148148148148
valor	value	0.8133333333333334
difiere	differs	0.8666666666666668
cuello	neck	0.4444444444444444
acelerado	accelerated	0.8976430976430976
octubre	October	0.7428571428571429
contagios	infections	0.7000000000000001
ellos	they	0.0
costo	cost	0.96
digo	i say	0.4833333333333334
ser	be	0.611111111111111
luchaba	struggled	0.4179894179894179
océano	ocean	0.8577777777777779
cama	bed	0.0
cualquier	any	0.4814814814814814
trombosis	thrombosis	0.97
buenos	good ones	0.5
enlace	link	0.4444444444444444
político	political	0.825
amplios	spacious	0.7130952380952381
abogada	a lawyer	0.5119047619047619
descubrió	discovered	0.6148148148148148
dragado	dredging	0.6071428571428571
climáticas	climatic	0.91
puestos	posts	0.8114285714285714
volvimos	we returned	0.0
pegajosa	sticky	0.0
camino	road	0.4722222222222221
alimento	food	0.0
policías	police	0.8916666666666667
claridad	clarity	0.8678571428571429
llamé	I called	0.3833333333333333
reiniciar	restart	0.671957671957672
financiada	financed	0.915
reemplazo	replacement	0.7675805675805676
revela	reveals	0.9380952380952381
consumir	consume	0.9214285714285715
corriendo	running	0.47619047619047605
rodean	surround	0.625
sala	room	0.0
canciller	chancellor	0.8691666666666668
comportaron	they behaved	0.39141414141414144
epidemiólogos	epidemiologists	0.9112820512820513
web	Web	0.7777777777777777
doquier	everywhere	0.49523809523809526
llave	key	0.0
acercarse	getting closer	0.5767195767195767
confirmados	confirmed	0.9232323232323232
gestión	management	0.465079365079365
repasado	reviewed	0.5833333333333334
daño	hurt	0.0
temporales	temporary	0.8955555555555555
explosiones	explosions	0.9818181818181818
impedirá	will prevent	0.5277777777777778
manos	hands	0.7333333333333334
aislando	isolating	0.7268518518518517
neumonía	pneumonia	0.8842592592592592
anunciado	announced	0.7777777777777778
adecuado	suitable	0.5
robusto	strong	0.5396825396825397
made	made	1.0
naves	ships	0.46666666666666656
mes	month	0.5111111111111111
redujimos	we reduced	0.5314814814814816
vecinas	neighbors	0.5873015873015873
ingrese	enter	0.565079365079365
resistencia	resistance	0.9618181818181818
proceso	process	0.9428571428571428
pidiéndole	asking him	0.46666666666666656
parecían	they seemed	0.4053030303030303
pude	I could	0.0
expansión	expansion	0.9555555555555556
aeroespacial	aerospace	0.9055555555555556
exterior	Exterior	0.8690476190476191
conclusiones	conclusions	0.9833333333333333
moneda	coin	0.611111111111111
endémico	endemic	0.9083333333333333
expulsada	expelled	0.8087962962962962
votantes	voters	0.8736111111111112
transportará	will transport	0.7976190476190476
protocolos	protocols	0.98
establecerse	settle	0.6833333333333332
preparados	prepared	0.915
bajísimos	very low	0.412037037037037
escala	scale	0.8222222222222223
salió	he left	0.4476190476190476
trincheras	trenches	0.8104761904761905
clasifican	classify	0.87
económicos	economic	0.91
experiencia	experience	0.9436363636363637
prenderá	will catch	0.0
dedica	dedicates	0.9333333333333333
prorrogado	extended	0.40833333333333344
peor	worst	0.6333333333333333
apoyarlos	support them	0.5277777777777778
conocida	known	0.3833333333333333
apartamentos	apartments	0.9666666666666667
olvidado	forgotten	0.4907407407407407
hables	speak	0.4111111111111112
fin	end	0.0
trabajado	worked up	0.4814814814814814
continuó	continuous	0.915
lee	read	0.5277777777777778
choques	shocks	0.6428571428571429
negocio	deal	0.4642857142857142
creo	I believe	0.4537037037037037
variar	to vary	0.5396825396825397
logrado	accomplished	0.31746031746031744
curva	curve	0.92
alemán	German	0.6666666666666666
obligación	obligation	0.92
picada	chopped	0.5396825396825397
pequeña	little	0.4365079365079365
amarillo	yellow	0.625
sede	campus	0.0
advierten	they warn	0.5555555555555555
fabricantes	manufacturers	0.6975524475524475
locales	local	0.9428571428571428
desventaja	disadvantage	0.6658730158730158
sexo	sex	0.9166666666666666
segmento	segment	0.975
todas	all	0.0
obligatorias	mandatory	0.5925925925925926
directo	direct	0.9714285714285714
contenían	contained	0.8825396825396825
aviones	planes	0.746031746031746
codo	elbow	0.4833333333333334
organización	organization	0.9333333333333333
aumento	increase	0.3452380952380951
preparó	prepared	0.9214285714285715
escogieran	they chose	0.6
aviación	aviation	0.9
lograba	achieved	0.0
tropezar	trip on	0.6071428571428571
inferior	lower	0.5499999999999999
citoquinas	cytokines	0.7300000000000001
centrales	central	0.9555555555555556
ti	you	0.0
correr	to run	0.5555555555555555
balanceándose	swaying	0.4798534798534799
trombo	thrombus	0.8375000000000001
sombrío	somber	0.9095238095238095
declarar	to declare	0.7833333333333333
debemos	we must	0.6190476190476191
corto	short	0.7333333333333334
integrado	integrated	0.9377777777777778
vikinga	viking	0.9714285714285714
medidas	measurements	0.6349206349206349
tampoco	neither	0.0
alejarse	walk away	0.5694444444444444
despide	dismisses	0.5886243386243386
incluir	include	0.8857142857142858
afuera	outside	0.4365079365079365
sobre	on	0.5666666666666667
acompañando	accompanying	0.7919191919191919
volúmenes	volumes	0.888888888888889
especificar	specify	0.7453102453102454
violentas	violent	0.9555555555555556
solicitar	apply for	0.4814814814814814
coronarias	coronary	0.915
saliva	saliva	1.0
caía	fell	0.0
riesgo	risk	0.8
techos	roofs	0.5777777777777778
masculino	male	0.6944444444444443
otro	other	0.6333333333333333
bombea	pumps	0.4555555555555555
adoptado	adopted	0.9214285714285715
caen	fall	0.5
lobos	Wolves	0.5888888888888889
macarrones	macaroni	0.915
pronunciamientos	pronouncements	0.9047619047619048
vuelto	turned	0.5555555555555555
esperaba	I expected	0.5583333333333333
republicano	republican	0.9818181818181818
foto	Photo	0.7833333333333333
aristocracia	aristocracy	0.9484848484848484
existan	exist	0.9428571428571428
creciendo	growing	0.5873015873015873
activo	active	0.9333333333333333
pasillo	corridor	0.5119047619047619
líder	Leader	0.5888888888888889
médicos	medical	0.7428571428571429
huerto	orchard	0.4365079365079365
reporta	reports	0.9428571428571428
reciben	receive	0.8200000000000001
investigadores	researchers	0.658008658008658
causado	caused	0.9095238095238095
encadenaron	chained	0.5896103896103896
desatada	unleashed	0.5648148148148148
español	Spanish	0.5238095238095238
startups	startups	1.0
cumplieron	they fulfilled	0.39523809523809517
ansiosas	eager	0.44166666666666665
carecerán	will lack	0.40740740740740744
formaciones	formations	0.9436363636363637
dignidad	dignity	0.8678571428571429
naturaleza	nature	0.92
dirige	directs	0.8222222222222222
ronda	round	0.8933333333333333
asumió	assumed	0.7968253968253969
venosa	venous	0.9333333333333333
pone	places	0.611111111111111
mundial	world	0.4476190476190476
relatividad	relativity	0.9054545454545454
después	after	0.4476190476190476
aislada	isolated	0.7797619047619048
rojo	Red	0.0
consuelo	comfort	0.6011904761904762
bloqueadas	blocked	0.8166666666666667
suceder	happen	0.4365079365079365
defensas	defenses	0.95
abrupta	abrupt	0.9714285714285714
frase	sentence	0.5499999999999999
extremas	extreme	0.9214285714285715
despedido	fired	0.5407407407407407
contaminantes	pollutants	0.6316239316239316
segunda	second	0.7968253968253969
profundos	deep	0.4537037037037037
llegan	arrive	0.0
sindicales	union	0.3666666666666667
alivios	reliefs	0.6190476190476191
vía	via	0.7777777777777777
vivían	they lived	0.0
impresionada	impressed	0.8722222222222222
contundentes	forceful	0.4444444444444444
unas	nail	0.6666666666666666
doctor	doctor	1.0
conformado	conformed	0.9377777777777778
declaró	declared	0.9214285714285715
entienda	in shop	0.3452380952380951
respuesta	reply	0.6444444444444445
preocupa	worries	0.4900793650793651
cuestionan	they question	0.6985347985347986
entonces	so	0.5416666666666666
panel	panel	1.0
persiste	persists	0.95
cigarrillos	cigarettes	0.8290909090909091
radioactivo	radioactive	0.9636363636363636
actitud	attitude	0.8321428571428573
antepasados	ancestors	0.8056758056758057
adapté	I adapted	0.7962962962962963
los	the	0.0
ocupantes	occupants	0.9407407407407408
registró	registry	0.95
prestó	presto	0.9333333333333333
us80000	us80000	1.0
unirnos	unite	0.6761904761904761
nacionales	national	0.8866666666666667
aparecieron	appeared	0.7676767676767677
ignorar	ignore	0.9095238095238095
mala	bad	0.5277777777777778
utilizar	use	0.48611111111111116
pretende	aims to	0.42261904761904767
viento	wind	0.611111111111111
pagarse	pay	0.6507936507936508
allá	there	0.0
empleadas	employed	0.8833333333333333
cacería	hunting	0.0
cuya	whose	0.0
gastronómico	gastronomic	0.946969696969697
finca	farm	0.4833333333333334
empleadores	employers	0.8982323232323232
solicitara	request	0.41428571428571437
proveedor	provider	0.901984126984127
vuelva	come back	0.5185185185185185
erguida	upright	0.5079365079365079
analizó	analyzed	0.8678571428571429
costoso	expensive	0.4179894179894179
transbordadores	ferries	0.43174603174603177
deporte	sport	0.7904761904761904
necesarios	necessary	0.9127777777777778
comercialicen	market	0.4658119658119657
destino	destination	0.9272727272727272
compró	I buy	0.0
dejarnos	leave us	0.5833333333333334
miércoles	Wednesday	0.4814814814814814
tuberculosis	tuberculosis	1.0
serpiente	snake	0.5407407407407407
requerir	to require	0.7277777777777779
venció	expired	0.5396825396825397
dirigida	directed	0.6666666666666666
hacía	toward	0.4555555555555555
patentes	patents	0.975
hable	I talked	0.6583333333333333
fueron	were	0.611111111111111
prolongada	prolonged	0.9377777777777778
conmocionó	shocked	0.3285714285714285
diques	dykes	0.7300000000000001
histórica	historical	0.9377777777777778
reestructuración	restructuring	0.9128205128205129
sección	section	0.8666666666666668
original	original	1.0
sofá	sofa	0.8833333333333334
esturión	sturgeon	0.75
cargadas	loaded	0.5277777777777778
granjas	farms	0.565079365079365
campaña	Bell	0.0
huesos	bones	0.5777777777777778
renovable	renewable	0.8962962962962963
enfermé	i got sick	0.0
patrimonio	heritage	0.46666666666666656
firmemente	firmly	0.6888888888888888
trauma	trauma	1.0
xxi	xxi	1.0
manifestantes	protesters	0.6316239316239316
llegó	I arrive	0.0
perdido	lost	0.0
cerveceros	brewers	0.6714285714285714
hombres	mens	0.4642857142857142
completaron	completed	0.882828282828283
será	be	0.5833333333333334
estaciones	seasons	0.7634920634920634
libre	free	0.4833333333333334
suministraron	supplied	0.5352564102564102
irán	Iran	0.6666666666666666
o	or	0.8333333333333334
ministro	Minister	0.8333333333333334
récords	records	0.9142857142857143
inmóvil	still	0.5619047619047619
anemia	anemia	1.0
misma	same	0.4833333333333334
métodos	methods	0.8285714285714287
abastece	caters	0.6388888888888888
renegociación	renegotiation	0.9076923076923077
caso	case	0.8833333333333334
intervenido	intervened	0.9436363636363637
respiratorio	respiratory	0.9484848484848484
duro	Lasted	0.0
paralelo	parallel	0.9214285714285715
voluntaria	voluntary	0.9377777777777778
alarmantes	alarming	0.87
gira	tour	0.5
animaciones	animations	0.9436363636363637
llegando	arriving	0.41666666666666674
sangre	blood	0.0
servicios	services	0.9305555555555555
críticos	critics	0.8507936507936509
impresionante	Awesome	0.45970695970695963
área	area	0.8333333333333334
musical	musical	1.0
pedido	order	0.4111111111111112
candidato	candidate	0.9555555555555556
carecen	they lack	0.5026455026455027
robots	robots	1.0
deseo	wish	0.4833333333333334
clínicas	clinics	0.8507936507936509
convocatoria	announcement	0.4722222222222221
tela	cloth	0.4833333333333334
honrado	honored	0.8666666666666668
ayudarlos	help them	0.0
jugando	Playing	0.5238095238095238
portavoces	spokesmen	0.6148148148148148
descenso	decline	0.7704761904761905
bacteriano	bacterial	0.9377777777777778
efectividad	effectiveness	0.77995337995338
toda	all	0.0
caña	cane	0.6666666666666666
esperan	are waiting	0.5616883116883117
reunión	meeting	0.5079365079365079
impeachment	impeachment	1.0
percibimos	we perceive	0.5848484848484848
aptas	fit	0.5111111111111111
concebir	conceive	0.9
sampedranos	sampedranos	1.0
pagando	paying	0.6428571428571429
labios	lips	0.775
garantizó	guaranteed	0.78
reevaluar	re-evaluate	0.8976430976430976
volvió	went back	0.0
aquellas	those	0.44166666666666665
exhaustivas	exhaustive	0.9436363636363637
estarán	will be	0.0
asegurarlo	secure it	0.6148148148148148
hermano	brother	0.4285714285714286
invernadero	greenhouse	0.5181818181818182
ejecutiva	executive	0.8666666666666666
inmensa	immense	0.8285714285714287
atiende	attend	0.8793650793650793
novia	girlfriend	0.43333333333333335
reconstruyó	rebuilt	0.5670995670995671
marcan	mark	0.825
inmediato	righ now	0.4907407407407407
anteriores	previous	0.6416666666666667
recorte	cutout	0.6428571428571429
escritor	Writer	0.7222222222222222
bolivianas	Bolivian	0.8583333333333334
protección	protection	0.92
prolífico	prolific	0.901984126984127
telefonía	telephony	0.8666666666666666
humanos	humans	0.9714285714285714
seca	dry	0.0
instituto	Institute	0.8518518518518517
duda	doubt	0.6333333333333333
títulos	Titles	0.6428571428571429
instalando	installing	0.88
demoras	delays	0.7968253968253969
dolencia	disease	0.6011904761904762
pasado	past	0.825
cuanto	how much	0.0
infectados	infected	0.915
manchados	stained	0.5873015873015873
obligatorio	required	0.4772727272727273
coloquialmente	colloquially	0.6865079365079364
identificado	identified	0.9299999999999999
hablando	speaking	0.5
importantes	important	0.9636363636363636
seguirá	will follow	0.4112554112554112
preguntamos	we asked	0.4772727272727273
podríamos	we could	0.412037037037037
supo	he knew	0.0
pienso	I think	0.4365079365079365
gustaría	would like	0.40833333333333344
poquísimo	very little	0.40067340067340074
agresivo	aggressive	0.8866666666666667
medio	medium	0.8933333333333334
qué	than	0.0
animales	animals	0.975
médico	doctor	0.6666666666666666
costarricense	Costa Rican	0.724941724941725
hipótesis	hypothesis	0.8433333333333334
revisión	review	0.8333333333333334
cuidados	care	0.5833333333333334
difundió	spread	0.4305555555555556
significará	will mean	0.468013468013468
prestan	lend	0.4642857142857142
virus	virus	1.0
emitidos	cast	0.45833333333333326
estadía	stay	0.7261904761904763
sostenida	sustained	0.8238095238095238
convulsión	convulsion	0.96
cadáveres	corpses	0.5873015873015873
ejemplos	examples	0.775
crestas	ridges	0.6428571428571429
aumenta	increases	0.47619047619047605
asma	asthma	0.9111111111111111
parten	depart	0.7777777777777777
organizaban	they organized	0.712121212121212
retuitear	retweet	0.6899470899470899
tanques	tanks	0.8533333333333333
interesadas	interested	0.9054545454545454
publicados	published	0.8669841269841271
policiales	police	0.92
técnicamente	technically	0.6818181818181818
mañanas	mornings	0.6011904761904762
sugerir	suggest	0.8
desempeñar	play	0.0
cifra	figure	0.5888888888888889
afectar	to affect	0.5026455026455027
tapabocas	mask	0.4537037037037037
vergüenza	shame	0.4370370370370371
intacto	intact	0.9714285714285714
río	River	0.0
torna	turns	0.76
latinoamericanas	Latin American	0.733495670995671
precios	prices	0.9174603174603175
plástico	plastic	0.8952380952380953
bono	bond	0.8833333333333334
dinosaurios	dinosaurs	0.9636363636363636
populismo	populism	0.9777777777777777
políticas	policies	0.8638888888888888
formaron	formed	0.8333333333333334
hallar	find	0.0
regional	regional	1.0
flauta	flute	0.8577777777777779
poleshuks	poleshuks	1.0
ayudarán	will help	0.0
in	in	1.0
viceprimer	vice first	0.6777777777777777
diesen	say	0.0
paralizados	paralyzed	0.882828282828283
carros	cars	0.9222222222222222
ajuste	adjustment	0.88
supervivencia	survival	0.7897435897435898
autorización	authorization	0.9072649572649573
semivacía	half empty	0.43333333333333335
mareas	tides	0.5777777777777778
fluvial	river	0.4476190476190476
demostrando	proving	0.48917748917748916
asintomática	asymptomatic	0.7777777777777778
similitudes	similarities	0.9136363636363637
dispares	disparate	0.9305555555555555
diría	would say	0.4370370370370371
escuela	school	0.6428571428571429
inesperada	unexpected	0.6666666666666666
terapias	therapies	0.8958333333333333
niños	children	0.44166666666666665
iguales	equal	0.6761904761904761
rendimiento	performance	0.503030303030303
aclamados	acclaimed	0.8222222222222222
experimentado	experienced	0.9020979020979021
desconcierta	baffles	0.4841269841269842
nipah	nipah	1.0
juega	play	0.0
naturales	natural	0.9555555555555556
accesos	Access	0.8492063492063492
termómetros	thermometers	0.8627272727272728
suficiente	enough	0.4222222222222223
siguió	continued	0.5185185185185185
cambiar	change	0.5396825396825397
literatura	literature	0.96
conocerle	know him	0.32407407407407407
aterrorizada	terrified	0.7222222222222222
facilitar	to ease	0.4179894179894179
promoviendo	promoting	0.882828282828283
alfabetizado	literate	0.5277777777777778
vaya	go	0.0
dispositivo	device	0.5050505050505051
decidía	decided	0.8857142857142858
sexual	sexual	1.0
familiares	relatives	0.6185185185185186
cabina	cabin	0.9666666666666667
disfruta	enjoy	0.0
julio	July	0.6333333333333333
decirles	tell them	0.5694444444444444
yogur	yogurt	0.9666666666666667
demasiado	too	0.0
hidrovía	waterway	0.5
masivos	massive	0.8666666666666668
periodista	journalist	0.5666666666666667
constantemente	constantly	0.8742857142857143
mente	mind	0.6333333333333333
completar	to complete	0.757094757094757
juego	game	0.4833333333333334
sarampión	measles	0.33597883597883604
tratarlo	treat it	0.6666666666666666
ffp3	ffp3	1.0
consejo	advice	0.4365079365079365
riqueza	wealth	0.0
horripilantes	creepy	0.49572649572649574
quienes	Who	0.0
estructuras	structures	0.9060606060606061
voló	He flew	0.4642857142857142
célula	cell	0.775
brutalidad	brutality	0.8955555555555555
diseñados	designed	0.6601851851851852
fortaleza	strength	0.45833333333333326
eliminar	remove	0.5277777777777778
mortal	mortal	1.0
provenido	stemmed	0.5026455026455027
equivalente	equivalent	0.9818181818181818
turnos	shifts	0.4444444444444444
barcos	boats	0.7300000000000001
señor	Sir	0.0
marginal	marginal	1.0
cotiza	quote	0.5777777777777778
cerrados	closed	0.625
etapa	stage	0.6
montaña	Montana	0.8095238095238096
confesarles	confess to them	0.8271212121212121
llevamos	we carry	0.5
bajos	low	0.0
procesos	processes	0.9305555555555555
ventajas	advantage	0.6601851851851852
drásticas	drastic	0.873015873015873
fortuna	fortune	0.9428571428571428
tuvieran	have	0.5833333333333334
ordenará	will order	0.40833333333333344
llevada	carried	0.4285714285714286
abocadas	doomed	0.5277777777777778
azuladas	bluish	0.5138888888888888
detección	detection	0.9111111111111111
considerada	considered	0.9436363636363637
foco	focus	0.8483333333333334
dependerá	it will depend	0.40476190476190466
expresar	express	0.9214285714285715
trabajadora	worker	0.5050505050505051
impredecible	unpredictable	0.777065527065527
oficialmente	officially	0.8088888888888889
forme	form	0.96
licencias	licenses	0.8833333333333333
labor	work	0.0
llegamos	we arrived	0.4833333333333334
manejo	driving	0.0
negociar	negotiate	0.8833333333333333
pleno	full	0.4833333333333334
escapar	escape	0.9095238095238095
esperanza	hope	0.40740740740740744
respondo	I answer	0.33333333333333326
filtrado	filtered out	0.8916666666666667
lleva	carries	0.0
extinción	extinction	0.9377777777777778
prontitud	readiness	0.4444444444444444
monitorean	monitor	0.9400000000000001
ventilador	fan	0.47777777777777786
cooperar	cooperate	0.9305555555555555
estratégico	strategic	0.872053872053872
aguantó	held	0.0
verbo	verb	0.96
granito	granite	0.9428571428571428
pago	payment	0.5952380952380952
pidiendo	asking	0.5277777777777778
cliente	client	0.9714285714285714
cofundador	co-founder	0.8266666666666667
asegure	make sure	0.7566137566137566
clubes	clubs	0.9666666666666667
mis	my	0.611111111111111
detrás	behind	0.4444444444444444
ambulancia	ambulance	0.9377777777777778
ocasiones	occasions	0.9407407407407408
respiratoria	respiratory	0.9484848484848484
recientes	recent	0.9222222222222222
internaron	interned	0.87
usado	used	0.8266666666666667
admitió	admitted	0.8678571428571429
incertidumbre	uncertainty	0.668997668997669
realizaron	they made	0.4740740740740741
primaria	primary	0.9214285714285715
dársela	give it to him	0.40476190476190466
lamentaba	regretted	0.4814814814814814
descartó	discarded	0.7541666666666665
pobres	poor	0.8
marcada	marked	0.8222222222222222
fuese	was	0.5111111111111111
observa	watch	0.0
traje	suit	0.0
bebiendo	drinking	0.5
vea	see	0.5555555555555555
experiencias	experiences	0.9484848484848484
culos	asses	0.46666666666666656
iniciadas	initiated	0.8444444444444443
anulado	canceled	0.6904761904761904
guardia	guard	0.9428571428571428
temido	feared	0.5555555555555555
bisontes	bison	0.925
soñando	dreaming	0.5119047619047619
diagnosticaran	will diagnose	0.5622710622710623
imitando	imitating	0.8833333333333333
dar	give	0.0
cansada	tired	0.4476190476190476
televisoras	TV stations	0.5858585858585857
estimaban	they esteemed	0.41025641025641035
actualidad	present	0.41428571428571437
ministra	minister	0.95
fantasmas	ghosts	0.5
carbono	carbon	0.9714285714285714
viniendo	coming	0.5277777777777778
sitios	sites	0.8755555555555556
laboratorios	laboratories	0.9666666666666666
señalar	point	0.0
proviene	comes from	0.4833333333333334
psiquiatras	psychiatrists	0.6975524475524475
bosque	forest	0.5555555555555555
encontrarla	find her	0.4772727272727273
produce	produces	0.975
requerirá	will require	0.5555555555555555
cercanas	nearby	0.5138888888888888
llene	fill	0.4833333333333334
positivos	positive	0.9305555555555555
sean	be	0.5833333333333334
tendrán	will have	0.0
paseo	walk	0.4833333333333334
votación	vote	0.7958333333333334
exclusivo	exclusive	0.9555555555555556
mesa	table	0.0
deben	they should	0.4303030303030304
director	director	1.0
escriben	they write	0.6333333333333333
